r_c_wesel AndreBerlinDE Leopoldina sattelberger Dummes Geschwätz	OFFENSE	OFFENSE
BorisTiger1 dieLinke Das ist echt krass	OFFENSE	OFFENSE
Im Mai 1945 kapitulierte Nazi-Deutschland Der Deutsche Vernichtungskrieg kostete 60 Mio Menschenleben Im Mai 2020 sitzen wieder Rechte im Parlament Sie wollen der Opfer gedenken – aber vor allem der deutschen Meine Absage im Bundestag an die noAfD	OFFENSE	OFFENSE
Guten Morgen Deutschland alle die anderer Meinung sind waren gestern noch Nazi und sind heute Verschwoerungstheoretiker Ich nenne es Zensur vom Mainstream und den Altparteien	OFFENSE	OFFENSE
georgrestle Zu früh gefreut Sie von GEZ Zwangsgebühren finanzierter Möchtegern Journalist	OFFENSE	OFFENSE
In Aalst-Belgien werden Juden im Karnevalsumzug als Ungeziefer verhöhnt als geldgierig und korrupt Julius Streicher hätte seine helle Freude gehabt Wo sind die Anständigen Wir müssen aufstehen AUFSTEHEN 	OFFENSE	OFFENSE
Meine neue Video-Kolumne Über Erdogans Krieg an der Seite islamistischer Terrorbanden deutsche Humanitätsheuchler und die dringende Notwendigkeit die Sanktionen gegen Syrien aufzuheben und die syrische Bevölkerung beim Wiederaufbau zu unterstützen 	OFFENSE	OFFENSE
Wer Gäste einlädt muss auch dafür zahlenGrüne fordern immer mehr Migranten für DeutschlandDer Gesellschaft die Kosten und Lasten aufdrücken für die man selber nicht einstehen möchte ist eben typisch für die Grünen Grenze 	OFFENSE	OFFENSE
noafd Diese Leute haben mit ihrer Gesinnung in einem demokratischen Parlament nichts verloren demokratieschuetzen 	OFFENSE	OFFENSE
Unter Spahn hat sich der Pflegenotstand weiter verschärft 120000 Fachkräfte fehlen – es ist eine Schande wie hilfsbedürftige Menschen und ihre Angehörigen hierzulande im Stich gelassen werden Dieses Staatsversagen im Gesundheitswesen muss aufhören	OFFENSE	OFFENSE
anja_mayer Den den man Faschist nennen darf	OFFENSE	OFFENSE
AlexiaStellar spdbt Aber als Faschist als Anti-Demokrat als jemand der Grundrechte einschränken WILL als Lügner als Marionette 	OFFENSE	OFFENSE
Und die Wissenschaftsfeinde von der AfD leugnen die Klimakrise im Bundestag munter weiter Irre 	OFFENSE	OFFENSE
Buntland auch in meinem Posteingang hier EIN Beispiel - oder ist’s ein noch unter Strom stehender Kahanejünger der das hamburg|er Wahlergebnis aufarbeitetAAS IDZ KrfgegenRechts 	OFFENSE	OFFENSE
Einer🧐Alle🥰Und das jeden Tag neu🤥Einheitsmedien Staatsfunk 	OFFENSE	OFFENSE
_donalphonso 1 Unlustig Voll 2 Doof In Ostafrika ist keine Steppeulfposh petze aber nicht beim Chef	OFFENSE	OFFENSE
HSchaeferIW Stimmt es gibt sehr viele Millionärssöhne die erwerbslos sind und unbedingt in HartzIV leben wollen Richtig gutes lebensnahes Beispiel	OFFENSE	OFFENSE
Beispiele für geballte✊ Staatsfunkkompetenz🤪🥳Unabhängig objektiv distanziert So ist Journalismus in 🇩🇪 leider nichtNazitourette GEZ niewieder niewiederSozialismus 	OFFENSE	OFFENSE
pkbrln AndreasS2904 die_gennburg KLompscher LieblingXhain katjakipping KuehniKev NowaboFM Ralf_Stegner Was für ein abgehobenes Getue Redest Du immer so	OFFENSE	OFFENSE
Der WDR nutzt das Propaganda-Narrativ von den 'demokratischen Parteien' minus AfD und demonstriert damit einmal mehr sein demokratieaverses Wesen Zu dem Kartell von CDUSPDFDPLINKEGRÜNE muß man nichts mehr sagen das disqualifiziert sich von selbst	OFFENSE	OFFENSE
Was für ein widerlicher Mensch der Ziemiak Er behauptetKPF wolle die Verfassung abschaffen Es waren die Kommunisten die in den KZs ermordet wurdendie Konservativendie Hitler ermächtigtenUns LINKEN geht es um die Verteidigung des Grundgesetzes linke HHWahl nazisraus	OFFENSE	OFFENSE
Der kluge Michael Wolffsohn spricht die unbequeme Wahrheit aus Als ob etwa die muslimische Welt beim Judenmordennicht mit den Hitlerbanden zusammengearbeitet hätteSteinmeier Holocaust Israel Islam Iran ARDZDF GEZ Tagesschau Antisemiten NieWieder Shoah ZDF 	OFFENSE	OFFENSE
Volksverpetzer Es gibt sogar Leute die meinen einen Comedian als rechts zu bezeichnen sei faschistisch 🤷‍♂️ 	OFFENSE	OFFENSE
Es gibt keine Frühpolitisierung und Indoktrination an unseren Schulen glauben Sie Das sei alles ein Hirngespinst der AfD Dann sehen Sie mal hier 	OFFENSE	OFFENSE
+++ Liebe Bürgerliche Falls noch nicht geschehen sollten Sie dringend in Hamburg wählen gehen Die AfD braucht jede Stimme Wir sind die einzige Kraft die dem rotgrünschwarzgelben Murks der Linksextremisten noch etwas Einhalt gebieten kann +++nurnochAfD	OFFENSE	OFFENSE
Wenn man die Situation der Kirchen im Osten der Republik ansieht kann man zumindest sehen wohin der Kommunismus der SED nachhaltig geführt hat 	OFFENSE	OFFENSE
mimimi noafd NazisRaus HHWahl 	OFFENSE	OFFENSE
In Wirklichkeit bleibt die große Lockerung des Blutspendeverbots homo- und bisexueller Männer aus jensspahn stößt damit allen betroffenen Männern vor den Kopf und betreibt Augenwischerei butspendeverbot JBrandenburgFDP 	OFFENSE	OFFENSE
Dorfkinder nicht gegen Stadtkinder ausspielen Nicht Ausländer gegen Deutsche Nicht Männer gegen Frauen Wir müssen mehr über Gerechtigkeit bei Klima und Gesellschaft reden Kagne Linke 	OFFENSE	OFFENSE
LillyBlaudszun Es ist anscheinend auch so direkt gesagt worden Ich habe mich als Bürgermeisterin immer klar von den rechten Idioten abgegrenzt Und das tun die meisten meiner Kolleginnen und Kollegen	OFFENSE	OFFENSE
Das ist verantwortungslos sagt die Ärzteschaft völlig zurecht Mir scheint da haben einige Arbeitgeber ordentlich Druck gemacht Nach dem Motto scheiss auf den Infektionsschutz   KBV - AU-Bescheinigung ab Montag nicht mehr per Telefon möglich 	OFFENSE	OFFENSE
tmlvallen novoklar aufstehen_de 20 Millionen Euro sind irrelevant  Für den chronisch Kranken nicht Es gibt nämlich Menschen die gar keine Leistungen in Anspruch nehmen andere aber sehr viele Von daher können Sie pro Kopf in der Pfeife rauchen	OFFENSE	OFFENSE
zec0 Teilzeitpanda So ein Quatsch Und wie erklärst Du dass die größte Stadt Deutschlands Berlin und Großstädte wie Leipzig Dresden Halle o Rostock bisher keine Fälle haben	OFFENSE	OFFENSE
Altparteienstaat2020 schwuppsderJobweg	OFFENSE	OFFENSE
HaraldMatschke MonikaHerrmann1 FabioDeMasi OlafScholz OliverSchroem B_Strunz CSalewski NDRrecherche MarcusCJung GrueneBundestag Eindeutig verboten und kriminell 	OFFENSE	OFFENSE
Wir erschiessen sie nicht die Reichen wir setzen sie für nützliche Arbeit einZitat Genosse ⁦b_riexinger⁩ Vorsitzender ⁦dieLinke⁩In den Arbeitslagern ihrer stalinistischen Vorgänger fanden Hunderttausende Andersdenkende  den Tod⁦AfDimBundestag⁩ 	OFFENSE	OFFENSE
Die CDU ist doch nicht mehr CDU sondern SED mit der Staatsratsvorsitzenden Merkel 	OFFENSE	OFFENSE
Die Dreistigkeit mit der sich die ReicheErschiessen-Partei als demokratisch etikettiert ist höchst unappetitlichGanz Deutschland weiß dass sie keine Demokraten sind sondern Sozialisten die über Revolution Massenmord und Arbeitslager diskutierenNieWiederSozialismus 	OFFENSE	OFFENSE
Kommunismus = Holodomor SED = Mauermord Mord war immer eine Option für Stalinisten von dieLinke Sinnvolle Arbeit für Reiche b_riexinger meint Gulag Die verbrecherischen Ziele von die Linke liegen offen Unterstützt CDU das in Thueringen 	OFFENSE	OFFENSE
Ist doch alles Unfug Maskenpflicht und Freiheit 	OFFENSE	OFFENSE
Das ist Deutschland heuteAlles Nazi was nicht paßt🙄KrfgegenRechts 	OFFENSE	OFFENSE
Maas und Merkel dürfen sich nicht mit Mafiamethoden erpressen und in einen Krieg hineinziehen lassen Jetzt ist rasche humanitäre Hilfe vor Ort gefragt - aber keine Schützenhilfe für das Erdogan-Regime das für die Flüchtlinge mit verantwortlich ist 	OFFENSE	OFFENSE
ullrich001 spd_fraktion_nw AfD_FraktionNRW Bildlich gesprochen um das Parlament vor einer wahnhaft eingebildeten Gefahr zu retten wollen sie es niederbrennen Ausnahmsweise einmal angemessen ist daher hier die Einordnung als geistige Brandstifter	OFFENSE	OFFENSE
Staatsknete abgreifen Parlamente SCHWÄCHEN aus der Strategie der Linken 	OFFENSE	OFFENSE
JamesTiti3 Geh woanders hetzen und beleidige Dich einfach selbst	OFFENSE	OFFENSE
Und die jährlich hoch zweistellig verschwendeten EU- und Asyl/Sozial-Migranten-Milliarden würden ausreichen alle Rentner hierzulande auf Beamtenniveau zu hieven 	OFFENSE	OFFENSE
Der Bundestag hält mit den Stimmen von CDUCSU  SPD an der Diskriminierung schwuler + bisexueller Männer sowie transgeschlechtlicher Menschen bei der Blutspende fest Falsch und enttäuschend gerade in diesen Zeiten Wir werden da aber nicht locker lasen 	OFFENSE	OFFENSE
Guten Morgen Deutschland Faszinierend wie schnell der deutsche vergisst Bitte immer dran denken die Linke ist die SED und bodoramelow ist Kommunist	OFFENSE	OFFENSE
Ein echtes Gesetz für die Tonne der Müll den die neue Bon-Pflicht an einer Kasse in der Mensa des Bundestages in wenigen Stunden produziert Umweltschutz allesnurPropaganda 	OFFENSE	OFFENSE
1/ Erst Lobby der Autokonzerne nun Aufsichtsrat der DeutscheBank Alles was in der Krise steckt und knietief in Gerichtsprozessen ist potenzieller Arbeitgeber Deutsche Bank holt Gabriel nicht weil er so viel vom Bankgeschäft versteht	OFFENSE	OFFENSE
Ausgerechnet am Breitscheidplatz dürfen sich diese Typen unbehelligt austoben Auf der Route des Todes ganz nah an den Morden des islamischen Terroristen AnisAmriWann wird gegen diesen Irrsinn von Regierungen der Altparteien von Polizei und Justiz vorgegangen 	OFFENSE	OFFENSE
Wer kann gleichzeitig Böcke schießen und Bären aufbinden Wetten daß sich bei Annalenas Luftbrücke bei Ankunft an der dt Grenze 95% als minderjährig herausstellen Sobald sie für alle Neuankömmlinge Kita/Schulplätze und Wohnraum hat und bezahlt kann sie sich wieder melden 	OFFENSE	OFFENSE
Niveau albanischer Hütchenspieler Maut-Affäre bringt Scheuer bei Lanz in Bedrängnis 	OFFENSE	OFFENSE
Wer es seit Erfurt nicht begriffen hat dem ist nicht mehr zu helfen Der linksradikale Mob beschädigt gemeinsam mit den Staatsmedien ARDZDF unsere freiheitliche DemokratieCDU FDP knicken ein Bahn frei für Ramelow den zynischen Stalin-VerharmloserUnerträglich 	OFFENSE	OFFENSE
SabineLeidig voglerk Waren wieder AfD Abgeordnete an Bord Die wie pubertierende Kinder die Regeln brechen wollen	OFFENSE	OFFENSE
Jetzt mal ehrlich liebe FrauenWollt Ihr wirklich nur die Quotenfrau sein Habt Ihr so wenig Selbstbewusstsein Soll nicht die Kompetenz zählen sondern drohende Strafen für die Firmen Das ist keine Emanzipation das ist schlicht armselig	OFFENSE	OFFENSE
Bei der Union stehen ganze Scheunentore zu Nazis offen - aber sie merken es vor lauter Abwehrkf gegen den Kommunismus in Thüringen nicht mal mehr CDU Merkel AKKRücktritt 	OFFENSE	OFFENSE
PhilHackemann larsklingbeil Wow pure WissenschaftWenn das die politische Logik der FDP ist wundert es mich nicht wenn sie bald in der Versenkung verschwinden	OFFENSE	OFFENSE
Die Energiewende trägt nicht die Früchte die sich die Politiker der Altparteien erhofft hatten Sie sägt vielmehr an dem dicken Ast auf dem hunderttausende Mitarbeiter der Automobilbranche sitzen Daimler will mehr Stellen streichen als geplant	OFFENSE	OFFENSE
Kühnert SPD attackiert Brandner AfD mit einer glatten Lüge - so sind sie halt die Nachwuchssozis👶🙄	OFFENSE	OFFENSE
Der Uraltslogan freie Fahrt für freie Bürger entfaltet bis heute seine Wirkung Und CDU/CSU haben Panik vor der AfD und dem Zorn geschwindigkeitsbegeisterter Männer 	OFFENSE	OFFENSE
Das ist doch verrückt Da wird mit Pauken und Trompeten DSGVO eingeführt und dennoch helfen die Behörden in Nürnberg der AfD ihre Propaganda an 18-Jährige zu verschicken Diesem Treiben muss ein Riegel vorgeschoben werden NoAfD Bayern Kommunalwahl 	OFFENSE	OFFENSE
Völliger Realitätsverlust bei c_lindner Es waren die Gesinnungsgenossen eines Ramelow die KemmerichThL und seine Familie bedroht habenEs sind dessen Gesinnungsgenossen die Massenmord und Arbeitslager für Reiche diskutieren Diesen Leuten biedert sich Lindner an PFUI 	OFFENSE	OFFENSE
Mit der finanztransaktionssteuer statt Spekulanten Kleinsparer und Rentenvorsorgende treffen und dann bei den kriminellen CumEx Machenschaften der ganz Großen aktiv zur Seite schauen Gelebte Sozialdemokratie im BMF_Bund durch OlafScholz  	OFFENSE	OFFENSE
SaskiaLudwig17 Ich frage mal bei der ostkurve nach ob es wie beim letzten Mal läuft Die Kohle geht dann wieder an den Antifa eV Alles für den guten Zweck	OFFENSE	OFFENSE
Bananenschnabel Das ist Quatsch	OFFENSE	OFFENSE
